HAVG,AAVG,HSLG,ASLG,HOBP,AOBP,HRBIP,ARBIP,HOAVG,AOAVG,HOOBP,AOOBP,HWHIP,AWHIP,HERA,AERA,HQSP,AQSP,HPhyta,APhyta,HRank,HWP,AWP,HOPS,AOPS,HGPA,AGPA,HERA * ARBIP,AERA * HRBIP,HWHIP * AGPA / 9,AWHIP * HGPA / 9,(HPhyta + HWP)/2,(APhyta + AWP)/2,HHitter,AHitter,HPitcher,APitcher,HResult
0.3101,0.2854,0.4672,0.4668,0.3848,0.3672,4.8288,4.4464,0.2825,0.2679,0.334,0.3333,1.3569,1.3481,4.4142,4.0,0.6667,0.75,0.621476249068232,0.4714280974568061,0.5875,0.5875,0.4422,0.852,0.8340000000000001,0.28996,0.28204,19.627298879999998,19.3152,0.04252223066666667,0.04343278622222222,0.604488124534116,0.45681404872840303,5.9909,5.565799999999999,7.0543,6.6993,lose
0.2618,0.2883,0.42,0.43,0.3397,0.3861,3.1835,3.4286,0.2758,0.2742,0.3467,0.3716,1.4751,1.6181,4.4893,5.5889,0.56,0.6087,0.4727710679438376,0.4600684699786293,0.474,0.474,0.4725,0.7597,0.8161,0.257865,0.278745,15.39201398,17.79226315,0.0456863055,0.04636126183333334,0.4733855339719188,0.46628423498931465,4.205,4.5329999999999995,7.1469000000000005,8.461500000000001,win
0.291,0.2984,0.4443,0.4293,0.3702,0.3787,2.8482,4.0,0.3234,0.2256,0.4433,0.3454,2.3077,1.4419,8.0769,5.6512,0.7692,0.7429,0.36617031271272205,0.5320606512086119,0.4202,0.4202,0.5102,0.8145,0.808,0.277665,0.28148999999999996,32.3076,16.09574784,0.07217716366666665,0.04448501816666666,0.39318515635636103,0.5211303256043059,3.9536999999999995,5.1064,11.9205,8.407,lose
0.2762,0.2633,0.4178,0.4278,0.3586,0.3426,4.1193,2.9909,0.4,0.258,0.4545,0.3354,2.5,1.3846,9.0,3.9095,0.25,0.8333,0.46057343432756426,0.47743959148287307,0.4691,0.4691,0.475,0.7764,0.7704,0.26582,0.25862,26.9181,16.10440335,0.0718388888888889,0.04089493022222222,0.46483671716378216,0.4762197957414365,5.1719,4.0245999999999995,12.6045,6.7208000000000006,lose
0.3041,0.2911,0.4438,0.4768,0.3852,0.3794,4.0909,3.5398,0.2831,0.2761,0.3431,0.3654,1.4813,1.5448,5.0625,5.6418,0.6364,0.75,0.5331683343332863,0.482908814529713,0.5115,0.5115,0.4551,0.829,0.8562000000000001,0.28429,0.28168000000000004,17.9202375,23.08003962,0.04636139822222223,0.04879679911111111,0.522334167166643,0.4690044072648565,5.224,4.6871,7.8064,8.5781,win
0.3084,0.2816,0.521,0.4355,0.3849,0.3577,5.0088,2.9469,0.279,0.2835,0.343,0.3767,1.423,1.6888,4.291,4.9091,0.6957,0.64,0.5642818919849855,0.36643163082465485,0.5413,0.5413,0.4195,0.9059,0.7932,0.30345500000000003,0.291215,12.645147900000001,24.58870008,0.04604432722222222,0.0569416448888889,0.5527909459924927,0.39296581541232745,6.2231000000000005,4.0217,7.031700000000001,7.8980999999999995,win
0.2757,0.2608,0.4166,0.4238,0.358,0.3409,4.0818,2.9279,0.2675,0.2489,0.3646,0.355,1.4875,1.569,4.95,5.5862,0.72,0.7931,0.4597565500095091,0.47832706453117624,0.4683,0.4683,0.4759,0.7746,0.7646999999999999,0.26525,0.257555,14.493105000000002,22.801751160000002,0.042568118055555555,0.04624191666666666,0.4640282750047545,0.4771135322655881,5.1321,3.9534000000000002,7.7896,8.552200000000001,win
0.2788,0.3055,0.42,0.4768,0.3762,0.3831,3.708,5.6875,0.2738,0.2853,0.3681,0.3453,1.5774,1.5374,4.9645,6.5338,0.7931,0.4737,0.4565807187229921,0.609321029364705,0.4692,0.4692,0.5865,0.7962,0.8599,0.27429,0.277395,28.23559375,24.227330400000003,0.048618097,0.04685482733333333,0.46289035936149603,0.5979105146823525,4.783,6.8529,7.9769,9.1755,win
0.2849,0.2695,0.453,0.3974,0.3644,0.3406,5.1351,2.7632,0.2556,0.2564,0.3093,0.3706,1.2344,1.5954,3.488,4.9466,0.6364,0.6538,0.5975793742137877,0.43887435134409486,0.5521,0.5521,0.4543,0.8174,0.738,0.27723000000000003,0.26652000000000003,9.6380416,25.401285660000003,0.03655469866666667,0.049143638,0.5748396871068939,0.4465871756720474,6.237400000000001,3.7706999999999997,5.9237,7.822800000000001,lose
0.2669,0.2748,0.3906,0.4158,0.3392,0.3574,2.7652,4.0811,0.267,0.267,0.3461,0.3197,1.4169,1.3537,4.6612,4.2146,0.6667,0.7273,0.44345871198923215,0.46093879996708365,0.4583,0.4583,0.4692,0.7298,0.7732,0.25029,0.25848,19.02282332,11.65421192,0.040693368,0.037646397,0.45087935599461604,0.4650693999835418,3.7619,5.1291,7.3579,6.882299999999999,lose
0.3065,0.3083,0.4788,0.4453,0.3854,0.3887,5.5752,3.8198,0.2483,0.2626,0.2828,0.3345,1.1145,1.3663,3.3823,3.253,0.6522,0.7826,0.6069916290355702,0.5344754224891636,0.5832,0.5832,0.5123,0.8642000000000001,0.834,0.29313,0.29461499999999996,12.91970954,18.1361256,0.0364831575,0.044500391,0.5950958145177851,0.5233877112445817,6.7459,4.9620999999999995,5.6800999999999995,5.9990000000000006,win
0.2925,0.3105,0.4889,0.52,0.3792,0.3849,4.193,5.3947,0.2376,0.242,0.2932,0.304,1.1386,1.2537,3.3614,3.5693,0.84,0.6,0.4815434138201327,0.5691390411703786,0.4541,0.4541,0.542,0.8681,0.9049,0.292865,0.29543,18.133744580000002,14.966074899999999,0.037375177555555555,0.0407960945,0.46782170691006636,0.5555695205851894,5.3536,6.6101,5.8708,5.968999999999999,win
0.286,0.2997,0.4558,0.47,0.3662,0.4057,4.9821,3.2982,0.2194,0.1416,0.2764,0.2114,1.0105,0.7282,2.6716,1.3107,0.875,0.75,0.593118978711225,0.45805394821857714,0.5513,0.5513,0.47,0.8220000000000001,0.8756999999999999,0.27874,0.296515,8.81147112,6.53003847,0.03329204527777777,0.022553163111111107,0.5722094893556124,0.46402697410928856,6.0901,4.4736,5.0529,3.1418999999999997,win
0.2883,0.2637,0.4383,0.4151,0.3699,0.3454,2.5702,2.8393,0.264,0.2596,0.3328,0.3419,1.3673,1.4231,3.9796,3.4615,0.7083,0.8462,0.36200334416570235,0.47765142627648294,0.4142,0.4142,0.4754,0.8082,0.7605,0.27603,0.265005,11.299278280000001,8.8967473,0.0402601485,0.043646476999999996,0.3881016720828512,0.47652571313824144,3.6666999999999996,3.8635,6.652,6.3323,win
0.2673,0.2758,0.3945,0.4145,0.3407,0.3583,2.7672,3.7321,0.283,0.3115,0.3205,0.3957,1.2281,1.7667,3.4594,8.4,0.7222,0.4286,0.4414277039170625,0.46378186986957914,0.4576,0.4576,0.472,0.7352000000000001,0.7727999999999999,0.25194,0.25986000000000004,12.91082674,23.24448,0.03545934066666667,0.049455821999999997,0.4495138519585312,0.46789093493478956,3.7697,4.7806999999999995,6.0132,11.3025,lose
0.3059,0.3071,0.4787,0.4502,0.3845,0.3876,5.6754,4.0804,0.2408,0.1782,0.3207,0.2956,1.3382,1.12,4.8309,1.8,0.6957,1.0,0.6066158759243199,0.5333483267069071,0.5839,0.5839,0.5113,0.8632,0.8378,0.2927,0.294095,19.712004359999998,10.21572,0.04372865877777778,0.036424888888888896,0.5952579379621599,0.5223241633534536,6.8445,5.2253,7.4262999999999995,4.393800000000001,lose
0.2832,0.285,0.4516,0.4333,0.3641,0.3832,4.9381,3.5826,0.2667,0.2917,0.3357,0.3704,1.3093,1.548,3.8969,6.048,0.8182,0.7083,0.5950400638058989,0.45591867925412227,0.5519,0.5519,0.468,0.8157,0.8165,0.276745,0.28534000000000004,13.96103394,29.865628800000003,0.041510629111111114,0.047600140000000006,0.5734700319029494,0.46195933962706115,6.037000000000001,4.6841,6.6268,8.9664,lose
0.2818,0.2604,0.4353,0.4167,0.3555,0.3394,3.5217,3.2124,0.3243,0.222,0.4203,0.3072,1.9952,1.2133,8.1388,2.34,0.5455,0.8,0.3641823299835928,0.476113505809334,0.4152,0.4152,0.474,0.7908,0.7561,0.26880000000000004,0.261555,26.14508112,8.240777999999999,0.05798383733333333,0.03623722666666667,0.3896911649917964,0.475056752904667,4.5943000000000005,4.2289,11.4241,4.882499999999999,win
0.3034,0.2911,0.4479,0.4478,0.3823,0.3909,4.3097,3.5776,0.2487,0.344,0.2936,0.4115,1.1845,1.9932,3.2446,7.9521,0.6522,0.5455,0.5346315774358923,0.4586842627505821,0.5126,0.5126,0.4709,0.8302,0.8387,0.28401,0.28788,11.607880960000001,34.27116537,0.037888206666666674,0.062898748,0.5236157887179461,0.4647921313752911,5.443300000000001,4.7074,5.6236,11.2463,win
0.3078,0.2681,0.4842,0.3935,0.389,0.3402,5.4957,2.7607,0.2882,0.2629,0.3393,0.3024,1.3979,1.2313,4.5236,4.2245,0.6364,0.6667,0.6045674885059638,0.4383288347399278,0.5829,0.5829,0.457,0.8732,0.7337,0.29610000000000003,0.27414,12.48830252,23.21658465,0.042580033999999996,0.04050977000000001,0.5937337442529819,0.4476644173699639,6.6767,3.7625,7.1854,6.6878,lose
0.2587,0.3077,0.4132,0.52,0.3371,0.3838,3.1842,4.2845,0.274,0.2,0.3447,0.3043,1.4658,1.3125,4.5,2.8125,0.5769,1.0,0.4678960700994109,0.5672456851558367,0.4662,0.4662,0.5398,0.7503,0.9037999999999999,0.25499499999999997,0.27601,19.280250000000002,8.955562500000001,0.04495282866666666,0.03718677083333333,0.4670480350497055,0.5535228425779184,4.1932,5.496,7.1614,5.6293,lose
0.2899,0.2853,0.4731,0.4542,0.3699,0.3656,4.6034,4.9737,0.2663,0.2418,0.3306,0.3437,1.3262,1.4313,3.8298,4.5344,0.76,0.7273,0.4826314850436536,0.5917068789156505,0.4543,0.4543,0.5511,0.843,0.8198,0.28473000000000004,0.282795,19.04827626,20.873656959999998,0.04167141433333334,0.045281561000000005,0.4684657425218268,0.5714034394578253,5.7363,6.0788,6.5129,7.278499999999999,lose
0.2822,0.2668,0.4367,0.4228,0.3551,0.3526,3.5862,3.7611,0.3254,0.2529,0.3559,0.3177,1.5254,1.3474,5.4915,3.2829,0.4286,0.7273,0.3719212199133093,0.4672642797354049,0.4161,0.4161,0.4754,0.7918000000000001,0.7754000000000001,0.26897000000000004,0.267845,20.65408065,11.77313598,0.045396751444444446,0.04026779755555556,0.39401060995665466,0.47133213986770245,4.6602,4.8033,8.1268,5.9281999999999995,win
0.3043,0.2853,0.45,0.4348,0.3833,0.383,4.4737,3.5983,0.2423,0.2729,0.3281,0.372,1.3966,1.6167,4.5,5.475,0.7381,0.625,0.5381665335923105,0.45513474296429546,0.5134,0.5134,0.4675,0.8332999999999999,0.8178000000000001,0.284985,0.28485,16.19235,24.4935075,0.04420239,0.0511928055,0.5257832667961553,0.46131737148214774,5.6113,4.7014,7.205100000000001,8.3616,win
0.2593,0.3182,0.414,0.5397,0.338,0.3936,3.2087,3.8718,0.2557,0.2597,0.3314,0.3254,1.3512,1.3578,3.5702,5.0043,0.8421,0.8909,0.4627185802855704,0.5707525023320736,0.4655,0.4655,0.5434,0.752,0.9333,0.2556,0.28062,13.82310036,16.05729741,0.042130416,0.038561519999999995,0.46410929014278524,0.5570762511660368,4.22,5.1232999999999995,6.3506,7.8381,lose
0.2915,0.2877,0.4813,0.4586,0.3764,0.3687,4.4017,4.9739,0.2877,0.2778,0.3459,0.3081,1.486,1.2326,4.5421,4.5,0.56,0.75,0.48063033054207344,0.5931374132083799,0.4536,0.4536,0.5525,0.8577,0.8273,0.289705,0.28624,22.59195119,19.80765,0.047261404444444446,0.03967670922222222,0.4671151652710367,0.5728187066041899,5.5509,6.088900000000001,7.2217,7.0685,lose
0.2876,0.274,0.4418,0.4132,0.3621,0.356,3.6667,4.0789,0.324,0.2842,0.4475,0.3466,2.3095,1.4783,7.5,5.087,0.7857,0.7368,0.3784223233259911,0.4609957103802636,0.4171,0.4171,0.4696,0.8039000000000001,0.7692,0.273395,0.27065,30.59175,18.652502899999998,0.06945179722222222,0.04490664761111111,0.3977611616629956,0.4652978551901318,4.7582,5.1221,11.3667,7.932899999999999,win
0.2953,0.2759,0.4427,0.4168,0.3758,0.3553,3.9913,3.7478,0.2869,0.2641,0.3459,0.3625,1.5085,1.471,4.8814,4.8996,0.6667,0.7308,0.5386288656647236,0.45970583868523024,0.5141,0.5141,0.4685,0.8185,0.7721,0.279785,0.27056,18.29451092,19.55577348,0.04534886222222222,0.04572930388888889,0.5263644328323618,0.46410291934261516,5.1051,4.7958,7.6894,7.728000000000001,win
0.3047,0.269,0.5166,0.4001,0.3842,0.3405,4.1949,2.9832,0.2773,0.2561,0.3399,0.371,1.4023,1.5942,4.1442,4.6957,0.7083,0.6667,0.5734987173397599,0.43867740680316303,0.5462,0.5462,0.4577,0.9007999999999999,0.7406,0.30204,0.28237500000000004,12.36297744,19.69799193,0.043997162500000006,0.053501351999999995,0.55984935866988,0.4481887034015815,5.400399999999999,3.9928,6.872,7.5837,win
0.285,0.2715,0.4376,0.435,0.3846,0.3472,3.4576,3.3879,0.2843,0.2407,0.3761,0.3488,1.6355,1.5238,5.4,5.1429,0.7667,0.8,0.45471529044150577,0.45892294327945005,0.4672,0.4672,0.4647,0.8222,0.7822,0.28247,0.26564,18.29466,17.782091039999997,0.048272691111111106,0.047825309555555556,0.4609576452207529,0.461811471639725,4.5648,4.4416,8.4626,8.0562,win
0.2875,0.299,0.4489,0.4681,0.3666,0.3789,5.3707,5.3419,0.2508,0.2896,0.3028,0.3507,1.2,1.5709,3.287,6.4764,0.6667,0.5,0.593868288223511,0.6031054670701227,0.5532,0.5532,0.5827,0.8155,0.847,0.277195,0.28273000000000004,17.5588253,34.78280148,0.03769733333333333,0.04838284727777778,0.5735341441117555,0.5929027335350614,6.4737,6.4879,5.707299999999999,9.1876,lose
0.2877,0.2812,0.4709,0.4316,0.3682,0.3588,4.5847,3.8898,0.2759,0.2622,0.3621,0.3328,1.5317,1.3725,5.7993,4.0,0.72,0.72,0.4793584261746017,0.3806545635981859,0.4529,0.4529,0.418,0.8391,0.7904,0.283415,0.279185,22.55811714,18.3388,0.047514184944444454,0.043220787499999996,0.4661292130873009,0.39932728179909294,5.7115,4.9614,8.689,6.6875,win
0.3023,0.2794,0.4452,0.4301,0.3828,0.3604,4.2586,3.5086,0.264,0.2676,0.3393,0.3225,1.3981,1.3598,3.541,4.1636,0.75,0.7391,0.5390216266915866,0.4592879069093941,0.5148,0.5148,0.4683,0.828,0.7905,0.28356,0.27348,12.4239526,17.73110696,0.042483598666666664,0.04284276533333333,0.5269108133457934,0.46379395345469704,5.3889000000000005,4.5785,6.2924,6.8526,win
0.298,0.2646,0.4824,0.3912,0.3754,0.3358,3.5798,3.0417,0.248,0.2614,0.3081,0.3405,1.2752,1.3846,3.6591,4.4862,0.5769,0.6842,0.5785207539250463,0.4322488142320106,0.5468,0.5468,0.4525,0.8578,0.727,0.28953,0.27171,11.12988447,16.05969876,0.038498288,0.044542582000000004,0.5626603769625231,0.4423744071160053,4.7356,4.0333,6.0673,7.1569,win
0.2822,0.2693,0.4257,0.4329,0.3779,0.3474,3.7143,3.1453,0.2921,0.222,0.3668,0.3071,1.5341,1.2118,6.0341,2.2991,0.72,0.8077,0.45956203508310617,0.4544204607847907,0.4679,0.4679,0.4604,0.8036000000000001,0.7803,0.27648,0.262755,18.97905473,8.53954713,0.0447880495,0.037226496,0.4637310175415531,0.45741023039239537,4.8001000000000005,4.1949000000000005,8.9471,4.8477,lose
0.2879,0.3042,0.4503,0.4795,0.3653,0.3855,4.9829,5.1186,0.216,0.2488,0.273,0.2874,0.992,1.1313,2.5972,3.5438,0.88,0.625,0.5921267958029972,0.6027833276846114,0.5524,0.5524,0.5818,0.8156,0.865,0.27696,0.28605,13.29402792,17.65840102,0.03152906666666667,0.034813871999999996,0.5722633979014986,0.5922916638423057,6.086399999999999,6.2878,4.9582,5.8363,lose
0.2877,0.2831,0.4713,0.4432,0.3692,0.3607,4.3109,3.7983,0.2412,0.3103,0.295,0.4022,1.1437,1.8522,3.3621,7.3957,0.8462,0.5652,0.48023870374884614,0.38095532694585227,0.4537,0.4537,0.4187,0.8405,0.8039000000000001,0.28396499999999997,0.28014,12.77026443,31.88212313,0.035599568666666664,0.058439996999999994,0.46696935187442307,0.39982766347292614,5.4391,4.8853,5.888199999999999,10.5256,win
0.2663,0.2828,0.393,0.4325,0.3369,0.3617,3.0579,3.825,0.2624,0.3229,0.3016,0.3564,1.2261,1.5221,4.2261,5.1618,0.68,0.5,0.43245454599442124,0.37884244136701994,0.4529,0.4529,0.4163,0.7299,0.7942,0.249855,0.261015,16.1648325,15.784268220000001,0.0355589435,0.04225603283333333,0.4426772729972106,0.39757122068351,4.0541,4.902,6.696199999999999,7.863200000000001,lose
0.2713,0.2994,0.4098,0.4672,0.3524,0.3793,4.094,5.4538,0.2781,0.2408,0.3626,0.3196,1.5128,1.3287,6.4615,4.7203,0.5,0.7083,0.4571956195786281,0.6104293019935816,0.4665,0.4665,0.5899,0.7622,0.8465,0.26103,0.273135,35.2397287,19.3249082,0.04591095866666667,0.038536729,0.46184780978931406,0.6001646509967908,5.1275,6.5997,9.115,7.3177,lose
0.2808,0.3043,0.4263,0.5124,0.3756,0.3835,3.925,4.9083,0.3418,0.295,0.4135,0.3659,1.9875,1.6398,7.9313,5.8347,0.5217,0.7667,0.45911618902781937,0.5782293156446782,0.4672,0.4672,0.5474,0.8019000000000001,0.8958999999999999,0.27559500000000003,0.27915,38.92919979,22.9011975,0.061645625,0.05021340900000001,0.46315809451390966,0.5628146578223391,5.0077,6.108499999999999,11.195799999999998,8.9021,lose
0.2702,0.2878,0.4382,0.4612,0.3498,0.3667,3.0339,4.7667,0.2751,0.3333,0.3472,0.3659,1.4736,1.6667,4.5793,6.0,0.5556,0.75,0.45558622306850605,0.48313812651943494,0.4618,0.4618,0.4545,0.788,0.8279000000000001,0.26696,0.274565,21.82814931,18.203400000000002,0.044955442666666665,0.049438025777777776,0.458693111534253,0.46881906325971745,4.0921,5.8824000000000005,7.2308,9.1159,lose
0.285,0.2931,0.4458,0.4326,0.3629,0.3746,5.339,4.7778,0.2684,0.1865,0.3402,0.3084,1.3235,1.1963,3.8824,2.1534,0.8261,1.0,0.5815722128522525,0.5409276787812705,0.5516,0.5516,0.5155,0.8087,0.8071999999999999,0.27475499999999997,0.28002,18.54933072,11.4970026,0.04117849666666666,0.03652104516666666,0.5665861064261262,0.5282138393906353,6.4327000000000005,5.8781,6.6406,4.8446,win
0.2661,0.2883,0.3924,0.4408,0.3361,0.3582,3.0574,3.0826,0.3063,0.2925,0.4,0.3861,1.6585,1.7576,4.6098,5.3636,0.7111,0.6154,0.4311330054421172,0.3805078257985097,0.4523,0.4523,0.4184,0.7285,0.799,0.24934500000000004,0.25929,14.21016948,16.39867064,0.047781385,0.048694308000000006,0.44171650272105856,0.39945391289925486,4.052,4.1699,7.685700000000001,8.415199999999999,win
0.2686,0.3036,0.3993,0.4765,0.346,0.3846,3.3644,5.3333,0.2575,0.2865,0.3266,0.339,1.4044,1.4025,3.7721,4.7925,0.6957,0.6087,0.4482774129334111,0.6169853126615226,0.4658,0.4658,0.5965,0.7453,0.8611,0.255525,0.272895,20.11774093,16.123887,0.04258374866666667,0.0398193125,0.4570387064667055,0.6067426563307613,4.378299999999999,6.498,6.456300000000001,7.429200000000001,win
0.2817,0.2981,0.429,0.4789,0.3747,0.3752,3.4298,3.876,0.2679,0.3,0.3686,0.3824,1.5873,1.6957,5.2857,5.8696,0.64,0.6667,0.4560890907666483,0.5803002269590661,0.4666,0.4666,0.5494,0.8037,0.8541,0.27586499999999997,0.27609,20.4873732,20.13155408,0.048693073,0.05197603116666666,0.46134454538332414,0.5648501134795331,4.5152,5.0282,8.1495,8.9144,lose
0.2679,0.2884,0.4373,0.4575,0.3506,0.3634,3.1933,3.9091,0.259,0.27,0.3333,0.3349,1.3552,1.3562,3.8571,4.0068,0.8,0.7308,0.45445876416237574,0.48468372697616924,0.461,0.461,0.4568,0.7879,0.8209,0.267095,0.272855,15.07778961,12.79491444,0.041085899555555555,0.04024824877777779,0.45772938208118785,0.4707418634880846,4.2491,5.0184,6.6046,6.6987000000000005,lose
0.2879,0.3065,0.4491,0.4537,0.3665,0.3851,5.1765,3.8475,0.2444,0.2472,0.3455,0.2924,1.4353,1.1755,4.6619,3.1408,0.6957,0.6667,0.5883246917230665,0.5324148921511467,0.5522,0.5522,0.5072,0.8156,0.8388,0.2772,0.28557,17.936660250000003,16.2583512,0.045542069,0.0362054,0.5702623458615332,0.5198074460755733,6.279999999999999,4.9928,7.3828,5.5226,lose
0.2714,0.2886,0.4024,0.4503,0.3417,0.3633,3.0325,4.0738,0.2851,0.2981,0.3214,0.3506,1.2368,1.5128,3.5526,4.8462,0.6842,0.5686,0.4370509264481457,0.486821701309786,0.453,0.453,0.4594,0.7441,0.8136,0.254365,0.264085,14.472581880000002,14.6961015,0.036291147555555556,0.04275593022222222,0.4450254632240729,0.473110850654893,4.048,5.176,6.0801,7.5763,lose
0.2707,0.3007,0.3981,0.4832,0.349,0.3785,3.1597,3.7213,0.3069,0.2615,0.3537,0.3296,1.507,1.377,6.0279,4.8689,0.6538,0.8929,0.45500772126491595,0.5803177722732563,0.4666,0.4666,0.5494,0.7471,0.8617,0.256575,0.26985000000000003,22.431624269999997,15.38426333,0.045184883333333335,0.039255975,0.460803860632458,0.5648588861366282,4.1775,4.8837,8.8493,7.7299,lose
0.2784,0.303,0.4194,0.441,0.3693,0.3838,3.5328,3.9748,0.2577,0.248,0.3614,0.3345,1.5714,1.4362,6.033,4.4521,0.6792,0.7442,0.4557485397823794,0.5343819664839314,0.4659,0.4659,0.5092,0.7887,0.8248,0.271035,0.27756000000000003,23.9799684,15.72837888,0.048461976,0.043251163,0.4608242698911897,0.5217909832419657,4.5999,5.1026,8.902700000000001,7.215,win
0.3018,0.2716,0.4757,0.4347,0.3815,0.3483,5.3471,3.2417,0.2483,0.3214,0.3151,0.4722,1.2829,2.0323,3.5526,9.5806,0.6957,0.5,0.6109650894039416,0.45227977455309953,0.5894,0.5894,0.4603,0.8572,0.7829999999999999,0.29059999999999997,0.27566,11.51646342,51.228426260000006,0.039293801555555556,0.06562070888888888,0.6001825447019709,0.45628988727654973,6.5061,4.2963,6.0946,12.906500000000001,lose
0.2827,0.2861,0.4335,0.4484,0.3549,0.3646,3.1721,5.3917,0.328,0.2841,0.4526,0.3147,2.3459,1.2761,7.9173,4.7351,0.7333,0.7143,0.37672346550217223,0.5856686762521589,0.4141,0.4141,0.5514,0.7884,0.813,0.26808,0.272445,42.687706410000004,15.02021071,0.07101430283333333,0.038010765333333335,0.3954117327510861,0.5685343381260795,4.2432,6.4908,11.7771,7.3243,win
0.2738,0.2997,0.4106,0.4836,0.3547,0.3765,3.9167,3.813,0.267,0.2774,0.3645,0.3427,1.4944,1.4129,5.119,4.0982,0.7037,0.72,0.44980953779971977,0.5841907771270611,0.4659,0.4659,0.5533,0.7653000000000001,0.8601,0.262265,0.272075,19.518747,16.051419940000002,0.04517654222222222,0.04117269094444445,0.4578547688998599,0.5687453885635305,4.9558,4.9728,7.948599999999999,6.8511999999999995,win
0.2848,0.303,0.4382,0.4403,0.3813,0.3842,3.8049,4.225,0.2275,0.2879,0.3454,0.3472,1.4201,1.5156,4.4734,4.9219,0.7742,0.6923,0.4618369951151635,0.52843879891657,0.4667,0.4667,0.5035,0.8194999999999999,0.8245,0.28113499999999997,0.28243999999999997,18.900114999999996,18.72733731,0.044565893777777775,0.047343133999999995,0.46426849755758176,0.515969399458285,4.9092,5.352499999999999,7.240600000000001,7.7649,win
0.2973,0.2706,0.4775,0.4349,0.3805,0.3475,4.9672,2.9339,0.2837,0.2927,0.3419,0.399,1.5142,1.8347,6.3028,6.9174,0.5238,0.5789,0.6080565513455144,0.45560298430660695,0.5886,0.5886,0.4637,0.858,0.7824,0.2906,0.27575,18.49178492,34.360109279999996,0.04639340555555556,0.05924042444444445,0.5983282756727573,0.4596514921533035,6.1225000000000005,3.9869,8.9664,10.0227,win
0.2768,0.2856,0.4207,0.4473,0.3437,0.3637,3.3171,5.3554,0.2641,0.2508,0.3338,0.3059,1.3836,1.2122,4.1321,3.1959,0.6923,0.6923,0.38295427487475403,0.579127973560461,0.415,0.415,0.5449,0.7644,0.8109999999999999,0.25984,0.26884,22.129048340000004,10.60111989,0.04132966933333334,0.03499756088888889,0.398977137437377,0.5620139867802305,4.3583,6.452,6.8059,5.657100000000001,lose
0.2694,0.2858,0.3955,0.4451,0.3392,0.3603,2.9516,4.2602,0.2559,0.2771,0.3738,0.365,1.6159,1.5552,4.9321,5.7793,0.6429,0.7308,0.43392302225204066,0.49038371464726593,0.4524,0.4524,0.4638,0.7347,0.8054,0.251515,0.26101,21.01173242,17.05818188,0.04686289544444445,0.04346179199999999,0.4431615111260203,0.47709185732363296,3.9557,5.3514,7.8206,8.7074,lose
0.2676,0.2798,0.3938,0.4263,0.3371,0.3734,3.088,4.0565,0.2702,0.1493,0.3485,0.2245,1.4414,0.7934,4.6216,1.7851,0.7,0.8,0.43403335265113774,0.4628181534276512,0.4524,0.4524,0.4674,0.7309,0.7997000000000001,0.250145,0.26648,18.7475204,5.5123888,0.04267825244444444,0.022051671444444445,0.4432166763255689,0.4651090767138256,4.0865,5.135999999999999,7.3817,3.7523,win
0.3106,0.2935,0.5102,0.4321,0.3866,0.3751,4.8952,4.6777,0.2515,0.2595,0.3101,0.3344,1.2917,1.357,3.5357,3.5322,0.5926,0.76,0.5812217967530268,0.5275364295623648,0.5502,0.5502,0.5028,0.8968,0.8071999999999999,0.30152,0.29634499999999997,16.53894389,17.29082544,0.04253209294444445,0.045462515555555555,0.5657108983765133,0.5151682147811825,6.1026,5.7783999999999995,5.981599999999999,6.2431,win
0.2711,0.2937,0.4061,0.4735,0.3526,0.3749,4.0909,4.5242,0.2664,0.2389,0.3214,0.2963,1.3527,1.1444,4.1585,3.3,0.75,0.8519,0.45333224722992055,0.4903981293784479,0.4667,0.4667,0.4639,0.7587,0.8484,0.260195,0.27023,18.813885700000004,13.499970000000001,0.040615569000000004,0.03308523977777778,0.46001612361496025,0.4771490646892239,5.1207,5.666300000000001,6.849,5.831499999999999,lose
0.2986,0.2881,0.4686,0.4434,0.3799,0.3631,5.3171,3.9597,0.2492,0.3182,0.2868,0.3506,1.1273,1.5,3.4364,4.6731,0.64,0.5556,0.6109886534156371,0.37903334153562723,0.5892,0.5892,0.4143,0.8485,0.8065,0.28810500000000006,0.280545,13.60711308,24.84734001,0.035139819833333336,0.04801750000000001,0.6000943267078185,0.3966666707678136,6.4642,5.0543000000000005,5.7397,7.3975,win
0.2789,0.2917,0.4392,0.4576,0.3515,0.3715,2.3279,4.9508,0.223,0.2215,0.3085,0.2789,1.2241,1.0217,2.3404,2.9232,0.8148,0.8462,0.45137092302898735,0.5836825580513938,0.4598,0.4598,0.5494,0.7907,0.8291,0.26797499999999996,0.27697499999999997,11.586852319999998,6.804917280000001,0.03767167749999999,0.030421117499999997,0.45558546151449364,0.566541279025697,3.3975,6.0716,4.9108,5.291499999999999,lose
0.278,0.2888,0.4178,0.4255,0.3431,0.3838,2.3571,3.56,0.2615,0.2546,0.3003,0.3589,1.2162,1.551,4.0977,5.6939,0.6923,0.6852,0.43560090867715895,0.4625434779922716,0.4531,0.4531,0.4674,0.7609,0.8092999999999999,0.258845,0.27716,14.587812,13.42109169,0.037453554666666666,0.044607621666666666,0.44435045433857945,0.46497173899613575,3.396,4.6581,6.5680000000000005,8.5436,win
